unitid,instnm,domain,source,status
243586,Pontifical Catholic University of Puerto Rico-Mayaguez,mayaguez.pucpr.edu,google,ok
243601,Universidad Ana G. Mendez-Gurabo Campus,uagm.edu,google,ok
243638,College of Micronesia-FSM,comfsm.fm,placeholder,ok
243647,Palau Community College,palau.edu,google,ok
243665,University of the Virgin Islands,uvi.edu,duckduckgo,ok
243744,Stanford University,stanford.edu,google,ok
243780,Purdue University-Main Campus,purdue.edu,google,ok
243799,Blue Hills Regional Technical School,bluehills.org,google,ok
243823,Parker University,parker.edu,google,ok
243832,EDP University of Puerto Rico Inc-San Juan,edpuniversity.edu,google,ok
243841,ICPR Junior College,icprjc.edu,google,ok
244233,City College-Hollywood,citycollege.edu,placeholder,ok
244279,Meridian College,meridian.edu,google,ok
244437,Georgia State University-Perimeter College,perimeter.gsu.edu,wikipedia,ok
244446,Georgia Piedmont Technical College,gptc.edu,placeholder,ok
244613,ETI School of Skilled Trades,eticampus.edu,placeholder,ok
245281,Traxlers School of Hair,traxlerschoolofhair.com,placeholder,ok
245625,Warren County Community College,warren.edu,google,ok
245652,St. John's College,sjc.edu,google,ok
245777,Bais Medrash Elyon,baismedroshelyon.com,duckduckgo,ok
245838,Antioch University-Los Angeles,antiochla.edu,google,ok
245847,Antioch University-Santa Barbara,antiochsb.edu,google,ok
245865,Antioch University-New England,antiochne.edu,google,ok
245883,Antioch University-Seattle,antiochseattle.edu,google,ok
245892,Antioch University,antioch.edu,google,ok
245953,Mid-America Christian University,macu.edu,placeholder,ok
245962,Miller-Motte College-Tulsa,miller-motte.edu,placeholder,ok
245980,Ponca City Beauty College,poncacity-beautycollege.com,placeholder,ok
245999,Francis Tuttle Technology Center,francistuttle.edu,placeholder,ok
246017,Central Technology Center,centraltech.edu,google,ok
246035,Carrington College-Portland,carrington.edu,google,ok
246071,Career Technology Center of Lackawanna County,ctclc.edu,google,ok
246354,Palo Alto College,alamo.edu,placeholder,ok
246415,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,ucastx.com,google,ok
246460,Central Texas Beauty College-Round Rock,centraltexasbeautycollege.com,google,ok
246789,HJ International Graduate School for Peace and Public Leadership,uts.edu,google,ok
246813,Athens Technical College,athenstech.edu,google,ok
246895,GateWay Community College-Central City,gatewaycc.edu,placeholder,ok
246974,Carrington College-San Leandro Campus,carrington.edu,google,ok
247010,Headmasters School of Hair Design,headmasters.edu,placeholder,ok
247047,The Salon Professional Academy-Nampa,tspanampa.com,google,ok
247065,Beckfield College-Florence,beckfield.edu,google,ok
247083,University of Louisiana-System Administration,ulsystem.edu,placeholder,ok
247153,Dorsey College-Wayne,dorsey.edu,google,ok
247162,Ecumenical Theological Seminary,etseminary.edu,google,ok
247409,Ross Medical Education Center-Saginaw,rosseducation.edu,google,ok
247603,Sussex County Community College,sussex.edu,google,ok
247649,Landmark College,landmark.edu,google,ok
247737,Mississippi Community College Board,mccb.edu,google,ok
247773,Yeshiva Gedolah of Greater Detroit,yeshivagedolahgreaterdetroit.com,duckduckgo,ok
247834,Collin County Community College District,collin.edu,placeholder,ok
247940,Owensboro Community and Technical College,owensboro.kctcs.edu,google,ok
248192,Allure Beauty College,allurebeautycollege.com,placeholder,ok
248527,Cloyd's Beauty School 3 Inc,cloydsbeautyschools.edu,placeholder,ok
248606,Moore Norman Technology Center,mntc.edu,google,ok
248624,Fayette County Career & Technical Institute Practical Nursing Program,fayettecti.org,google,ok
248633,Franklin County Career and Technology Center,franklincountylpn.org,duckduckgo,ok
248660,Paul Mitchell the School-Knoxville,knoxville.paulmitchell.edu,google,ok
248703,Ogle School Hair Skin Nails-Hurst,ogleschool.edu,google,ok
248925,Tennessee College of Applied Technology Nashville,tcatnashville.edu,google,ok
248934,ECPI University,ecpi.edu,wikipedia,ok
249061,Ms Roberts Academy of Beauty Culture,msroberts-academy.com,google,ok
249238,Paul Mitchell the School-Houston,paulmitchell.edu,google,ok
249609,Fortis Institute-Forty Fort,fortis.edu,placeholder,ok
250027,Laurel Business Institute,laurel.edu,google,ok
250285,Aviation Institute of Maintenance-Philadelphia,aviationmaintenance.edu,google,ok
250744,Dorsey College-Roseville,dorsey.edu,google,ok
250902,Moler-Pickens Beauty Academy,molerhollywood.com,google,ok
250993,Red River Technology Center,rrtc.edu,google,ok
251260,Southern Union State Community College,suscc.edu,google,ok
251312,South University-Columbia,southuniversity.edu,wikipedia,ok
260336,Clinton Technical School,clintoncardinals.org,placeholder,ok
260363,Greene County Career and Technology Center,greenectc.org,google,ok
260372,Lac Courte Oreilles Ojibwe University,lco.edu,google,ok
260664,Diesel Driving Academy-Shreveport,dda.edu,google,ok
260691,Pima Medical Institute-Mesa,pmi.edu,google,ok
260789,Platt College-Los Angeles,plattcollege.edu,google,ok
260813,Platt College-Aurora,plattcolorado.edu,google,ok
260929,Paul Mitchell the School-Boise,paulmitchell.edu,google,ok
260965,Educators of Beauty College of Cosmetology-Rockford,educatorsofbeauty.com,google,ok
260992,Northwestern College,,wikipedia,ok
261436,Douglas J Aveda Institute,douglasj.edu,google,ok
261676,Ross Medical Education Center-Brighton,rosseducation.edu,google,ok
261685,Ross Medical Education Center-Ann Arbor,rosseducation.edu,google,ok
261719,Dorsey School of Beauty,dorsey.edu,google,ok
261773,Pike-Lincoln Technical Center,pltc.edu,google,ok
262031,St Charles Community College,stchas.edu,google,ok
262086,University of Massachusetts Global,umassglobal.edu,google,ok
262129,New College of Florida,ncf.edu,google,ok
262165,Montana Bible College,montanabiblecollege.edu,google,ok
262341,Conservatory of Recording Arts and Sciences,cras.edu,placeholder,ok
262369,Adrian's Beauty College of Turlock,adrians.edu,google,ok
262457,San Joaquin Valley College-Fresno,sjvc.edu,google,ok
262466,Dr. Ida Rolf Institute,rolf.org,placeholder,ok
362700,Aveda Institute-Fort Myers,beaveda.com,google,ok
363013,Ross Medical Education Center-Port Huron,rosseducation.edu,google,ok
363147,Raphael's School of Beauty Culture Inc-Alliance,raphaelsbeautyschool.edu,google,ok
363165,Metro Technology Centers,metrotech.edu,google,ok
363633,Luna Community College,luna.edu,placeholder,ok
363679,Grabber School of Hair Design,grabberschool.edu,google,ok
363712,Yeshivah Gedolah Rabbinical College,lecfl.com,google,ok
363882,Raphael's School of Beauty Culture Inc-Brunswick,raphaelsbeautyschool.edu,google,ok
363907,Caribbean University-Ponce,caribbean.edu,google,ok
363916,Caribbean University-Vega Baja,caribbean.edu,google,ok
363934,University of Advancing Technology,uat.edu,google,ok
364016,Paradise Valley Community College,paradisevalley.edu,google,ok
364025,Chandler-Gilbert Community College,cgc.maricopa.edu,placeholder,ok
364548,Great Plains Technology Center,greatplains.edu,google,ok
364575,Roane-Jackson Technical Center,rjtcwv.com,google,ok
364627,Pioneer Technology Center,pioneertech.edu,google,ok
364636,Portage Lakes Career Center,plcc.edu,placeholder,ok
364760,Bell Mar Beauty College,bellmar.edu,placeholder,ok
364946,Caddo Kiowa Technology Center,cktc.edu,google,ok
364964,"Center for Instruction, Technology & Innovation",citiboces.org,duckduckgo,ok
365091,International School of Skin Nailcare & Massage Therapy,issnmtschool.com,google,ok
365125,Palomar Institute of Cosmetology,pic.edu,placeholder,ok
365198,Southern Oklahoma Technology Center,sotech.edu,google,ok
365213,Autry Technology Center,autrytech.edu,google,ok
365240,Greene County Career Center,greeneccc.com,placeholder,ok
365374,Canadian Valley Technology Center,cvtech.edu,google,ok
365383,Wilkes-Barre Area Career and Technical Center Practical Nursing,wbpracnsg.com,google,ok
365480,Meridian Technology Center,meridiantech.edu,placeholder,ok
365505,Waynesville Career Center,waynesville.k12.mo.us,google,ok
365693,Capitol Beauty School,hairschoolomaha.com,google,ok
365763,Morris County Vocational School District,mcvts.org,google,ok
365824,Ross Medical Education Center-Roosevelt Park,rosseducation.edu,google,ok
365833,Ross Medical Education Center-Kentwood,rosseducation.edu,google,ok
366003,South Florida Bible College and Theological Seminary,sfbc.edu,google,ok
366155,Cloyd's Barber School 2 Inc,cloydsbarberschool.edu,placeholder,ok
366191,Universal Technical Institute of Illinois Inc,uti.edu,google,ok
366252,Pennsylvania College of Technology,pct.edu,wikipedia,ok
366261,Commonwealth Institute of Funeral Service,commonwealth.edu,google,ok
366270,Delta College of Arts & Technology,deltacollege.com,google,ok
366340,Stone Child College,stonechild.edu,google,ok
366368,New York Academy of Art,nyaa.edu,google,ok
366395,Suffolk County Community College,sunysuffolk.edu,google,ok
366401,Las Positas College,laspositascollege.edu,google,ok
366465,Ogeechee Technical College,ogeecheetech.edu,duckduckgo,ok
366535,Remington College-Mobile Campus,remingtoncollege.edu,google,ok
366553,Southern Technical College,southerntech.edu,placeholder,ok
366571,Mercy-St Luke's School of Radiologic Technology,mercycare.org,placeholder,ok
366623,Northwest Technology Center-Alva,nwtech.edu,google,ok
366711,California State University-San Marcos,csusm.edu,wikipedia,ok
367088,Tricoci University of Beauty Culture LLC-Bloomington,tricociuniversity.edu,google,ok
367103,Interactive College of Technology-Newport,ict.edu,placeholder,ok
367112,Miller-Motte College-McCann-Monroe,mccann.edu,placeholder,ok
367158,Ross Medical Education Center-Taylor,rosseducation.edu,google,ok
367361,Interactive College of Technology,ict.edu,placeholder,ok
367431,Butler Beauty Academy-New Castle Beauty Academy,beautyacademies.net,google,ok
367459,NorthWest Arkansas Community College,nwacc.edu,placeholder,ok
367875,H W Brewster Technical College,hillsboroughschools.org,google,ok
367884,Hodges University,hodges.edu,wikipedia,ok
367954,University of St. Augustine for Health Sciences,usa.edu,google,ok
367972,Capital Area Career Center,caccspringfield.org,google,ok
367981,Hair Professionals Career College,hairpros.edu,google,ok
368230,Empire Beauty School-Bloomfield,empire.edu,placeholder,ok
368364,Southwest Technology Center,swtech.edu,google,ok
368407,Western Area Career & Technology Center,wactc.net,google,ok
368452,Nossi College of Art and Design,nossi.edu,google,ok
368629,Pima Medical Institute-Seattle,pmi.edu,google,ok
368647,Mineral County Vocational Technical Center,boe.mine.k12.wv.us,google,ok
368771,Hypnosis Motivation Institute,hypnosis.edu,google,ok
368832,Thanh Le College School of Cosmetology,thanhlecollege.org,google,ok
368911,Southeastern Technical College,southeasterntech.edu,placeholder,ok
369002,Massachusetts School of Law,mslaw.edu,google,ok
369400,Universal Technical Institute-Orlando,uti.edu,google,ok
369419,Erwin Technical College,hillsboroughschools.org,google,ok
369446,Rosel School of Cosmetology,roselschool.org,google,ok
369455,Worsham College of Mortuary Science,worsham.edu,google,ok
369516,Bryan University,bryanu.edu,google,ok
369659,Oregon College of Oriental Medicine,ocom.edu,placeholder,ok
369668,Central Pennsylvania Institute of Science and Technology,cpi.edu,google,ok
369686,Northwest Educational Center,nwec.edu,google,ok
369783,PCI Health Training Center,pcihealth.edu,placeholder,ok
369950,Hamrick School,hamrickschool.edu,placeholder,ok
371052,Fortis College,fortis.edu,placeholder,ok
371690,Downey Adult School,das.edu,google,ok
371830,CRU Institute of Cosmetology and Barbering,cruinstitute.com,google,ok
371928,Modern Technology School,mtschool.edu,placeholder,ok
371964,National Career Education,nce.edu,duckduckgo,ok
372028,North-West College-Glendale,nw.edu,google,ok
372073,Fremont University,fremont.edu,google,ok
372082,Pomona Unified School District Adult and Career Education,ace.pusd.org,placeholder,ok
372240,Universal College of Beauty Inc-Los Angeles 2,universalcollegeofbeauty.com,placeholder,ok
372329,IBMC College,ibmc.edu,google,ok
372356,Avalon Institute-Aurora,avalon.edu,google,ok
372462,Academy of Cosmetology,academyofcosmetology.edu,duckduckgo,ok
372921,Fortis College-Smyrna,fortis.edu,placeholder,ok
373085,Ross College-Davenport,rosseducation.edu,google,ok
373216,Pivot Point Academy,pivotpoint.edu,placeholder,ok
373456,Blalock's Professional Beauty College,blalockbeauty.com,placeholder,ok
373526,Diesel Driving Academy-Baton Rouge,dda.edu,google,ok
373678,New England Hair Academy,newenglandhairacademy.com,google,ok
373696,Rob Roy Academy-Worcester,rob-roy.com,google,ok
373711,Upper Cape Cod Regional Technical School,uctpracticalnursing.com,google,ok
373784,All-State Career-Baltimore,allstatecareer.edu,google,ok
374024,Adler Graduate School,alfredadler.edu,google,ok
374316,Academy of Hair Design-Jackson,mississippibarberacademy.com,google,ok
374343,KC's School of Hair Design,kcsschoolofhair.com,google,ok
374574,Lincoln Technical Institute-Moorestown,lincolntech.edu,google,ok
374592,MCVSD,mcvsd.org,google,ok
375230,Yeshiva Gedolah Imrei Yosef D'spinka,spinka58st.com,placeholder,ok
375373,Knox County Career Center,knoxtechnicalcenter.com,google,ok
375407,Madison Adult Career Center,madisonadultcc.org,google,ok
375416,Remington College-Cleveland Campus,remingtoncollege.edu,google,ok
375568,Brown & Clermont Adult Career Campuses,bccareer.org,placeholder,ok
375656,Chisholm Trail Technology Center,cttc.edu,placeholder,ok
375683,Gordon Cooper Technology Center,gctech.edu,google,ok
375726,Kiamichi Technology Center-McAlester,ktc.edu,duckduckgo,ok
375939,YTI Career Institute-Altoona,yti.edu,google,ok
375966,Eastern Center for Arts and Technology,eastech.org,google,ok
375984,Empire Beauty School-Center City Philadelphia,empire.edu,placeholder,ok
376224,CEM College-Humacao,cemcollege.edu,google,ok
376242,Colegio Mayor de Tecnologia Inc,cmtarroyo.com,placeholder,ok
376288,Institucion Chaviano de Mayaguez,mitpr.edu,google,ok
376330,Liceo de Arte-Dise-O y Comercio,liceocaguas.com,placeholder,ok
376385,Universal Technology College of Puerto Rico,unitecpr.edu,google,ok
376446,Academy of Hair Technology,hairchamps.com,google,ok
376631,Mr Wayne's School of Unisex Hair Design,misterwaynes.com,google,ok
376677,Queen City College,queencitycollege.com,google,ok
